transaction_amount,user_avg_amount,new_recipient,transaction_frequency,transaction_hour,fraud_label
8460.24,9955.93,0,7,22,0
10116.62,12478.14,0,1,8,0
2475.28,4725.53,1,4,22,0
15067.7,13085.59,0,2,12,0
3594.12,4405.61,1,3,15,0
8854.8,9766.22,0,7,14,0
4197.27,11724.53,0,2,7,0
58065.35,8230.76,0,7,18,0
1149.78,5748.89,0,4,10,0
5627.62,4034.62,0,4,17,0
6342.24,7743.67,0,4,16,0
17639.84,9288.62,1,2,19,0
10015.06,8213.62,0,12,9,0
3455.81,2661.7,0,2,10,0
15451.31,16933.25,0,2,8,0
20389.59,16657.97,1,2,15,0
34041.32,9093.37,0,5,22,0
9518.19,7000.48,0,1,19,0
13934.89,8578.93,0,1,2,0
4911.71,6214.72,0,3,10,0
617.17,8178.53,1,2,5,0
1613.58,9862.18,0,2,19,0
9064.33,16879.87,1,4,7,0
611.62,2361.17,1,4,21,1
3264.72,3359.82,0,5,21,0
18261.53,13965.27,0,1,21,0
5420.64,5155.72,0,2,4,0
30566.99,14326.16,0,3,3,0
58908.53,12581.61,0,8,14,0
17525.07,16165.47,1,2,19,0
8749.19,9238.89,0,10,21,0
7808.98,8256.79,1,3,12,0
4590.34,3032.82,0,2,16,0
1603.46,11268.05,1,9,18,0
2280.9,2422.6,0,3,16,0
67404.49,5151.31,0,1,19,1
56571.61,15687.59,0,3,3,0
4261.91,3906.23,0,2,14,0
1985.4,5094.44,0,15,15,0
17008.57,11797.04,0,2,10,0
23832.49,5257.74,0,2,5,0
20843.5,16196.47,0,3,17,0
1241.45,16694.54,0,12,6,0
2493.1,14968.78,0,7,18,0
10104.36,17746.61,1,2,12,0
1000.85,5130.8,1,6,7,1
5162.76,6292.5,0,3,12,0
3507.84,1750.02,1,14,10,0
997.56,4666.72,1,6,2,0
8654.05,2720.03,0,2,14,0
19624.38,13653.46,0,5,11,0
32550.18,15162.71,1,2,4,1
15047.34,16138.74,0,12,16,0
2509.96,4200.85,1,5,21,0
1671.53,10703.96,0,2,12,0
2800.23,2778.59,0,5,22,0
56230.85,13699.94,0,1,2,0
11642.45,13256.41,1,9,11,0
5160.16,5212.89,0,1,18,0
6339.7,6657.4,1,1,14,0
12229.37,17666.26,0,4,6,0
8511.69,14334.94,0,11,17,0
12524.82,8893.95,0,2,12,0
54262.19,13697.38,0,12,18,0
5526.54,11986.75,1,3,10,0
3135.83,7950.85,0,6,13,0
47352.89,11263.39,0,2,8,0
16636.11,10700.81,0,7,0,0
4173.81,12106.26,0,5,0,0
25066.62,2121.88,1,4,20,1
22981.81,8747.99,0,6,19,0
33439.03,11131.09,0,2,16,0
3179.95,3205.34,0,1,3,0
5064.57,15986.29,0,1,4,0
25949.16,7958.9,0,4,9,1
9462.4,4877.91,0,3,23,0
17022.0,10438.69,1,1,1,0
2460.02,2371.32,0,3,10,0
2070.53,2265.9,0,9,9,0
7131.66,6876.12,0,5,14,0
10736.07,2992.56,1,1,18,0
18639.88,12684.38,1,7,0,0
6077.44,4595.55,1,2,15,0
50145.63,10941.91,1,4,13,0
13501.68,15826.6,1,4,0,0
14636.53,16841.57,0,3,13,0
49623.7,16015.66,0,1,8,0
6171.04,5675.07,1,3,15,0
3711.47,3156.53,0,1,12,0
3826.3,12995.65,1,3,9,0
26999.49,16389.1,0,7,17,0
7860.51,14562.85,0,15,20,0
1458.05,10027.22,0,8,18,0
1209.71,17918.43,0,2,4,0
6006.74,9576.78,1,3,17,0
8989.8,6609.26,0,2,8,0
11070.34,13447.72,0,14,17,0
79398.68,8121.55,0,2,8,0
61871.65,5521.0,1,1,7,0
3395.2,8832.04,0,1,12,0
3991.29,5307.31,0,4,3,0
21940.49,13988.11,0,3,21,0
1192.77,8432.69,1,3,18,0
49022.07,12984.68,0,1,6,0
54365.49,5540.1,1,5,14,1
80008.0,9614.91,1,3,8,0
333.96,1901.11,0,3,19,0
8352.86,14285.98,1,3,15,0
5450.66,3259.17,0,5,17,0
3593.26,10041.42,0,3,11,0
2081.96,10066.26,0,5,21,0
2585.67,2173.79,0,10,10,0
32118.71,5535.29,1,2,4,1
4097.21,4172.04,0,10,18,0
1753.57,3390.81,0,8,16,0
5749.34,4217.65,0,3,16,0
1500.43,13651.58,1,3,1,0
7909.81,7242.52,0,2,20,0
852.08,3500.62,0,2,9,0
2963.17,2125.52,0,2,4,0
10235.51,7724.66,1,2,10,0
66618.17,14368.83,0,4,21,0
44262.26,12106.37,1,4,4,1
67079.63,14730.11,0,2,17,0
38685.88,12438.25,1,2,17,0
20369.3,14654.83,0,3,9,0
6970.75,4811.0,0,11,12,0
9273.16,9605.29,0,4,16,0
20941.98,17597.16,0,4,2,0
1434.11,3487.15,1,4,3,0
3341.83,3616.91,0,8,1,0
56019.04,12270.26,1,8,17,0
4178.15,6219.78,0,6,15,0
15393.71,12549.21,1,2,11,0
1401.64,8471.17,0,7,12,0
17478.68,8427.03,1,4,11,0
11899.61,2359.46,0,3,8,0
374.46,3080.07,0,4,22,0
20594.02,6731.19,0,5,12,0
37065.86,15664.17,1,4,9,0
15276.12,14467.79,0,9,11,0
2981.37,5617.54,1,3,21,0
15217.7,10058.58,0,1,11,0
3071.02,15852.64,0,3,20,0
2615.05,4157.94,0,6,22,0
31826.05,7320.12,1,15,14,1
7802.97,5849.86,0,2,11,0
3041.95,6344.3,0,5,7,0
3713.4,11920.03,0,7,2,1
95642.15,15434.93,0,7,16,1
2845.21,9376.38,0,4,10,0
10656.24,14420.96,1,3,10,0
8905.83,6739.66,0,1,4,0
14479.42,13022.25,0,9,16,0
24822.41,10115.06,1,3,18,0
9464.78,14150.58,1,3,11,0
177710.58,14481.47,0,2,10,0
2152.46,7786.85,0,2,7,0
23074.88,17141.53,0,3,14,0
4089.45,4015.7,0,5,4,0
3914.24,10997.5,0,3,17,0
3813.13,5547.97,0,2,20,0
3636.12,2879.49,0,1,3,0
15791.69,10038.84,1,8,9,0
3507.05,5745.96,1,2,12,0
9778.66,12729.18,1,4,13,0
11721.14,10485.05,1,2,18,0
7003.44,10867.8,1,3,17,0
10933.6,8036.42,0,2,15,0
5182.46,6956.17,0,3,7,0
5163.5,10228.67,1,5,15,0
22803.77,7401.69,0,3,9,0
3720.73,2472.1,1,2,0,0
40573.99,12903.68,0,12,7,0
7702.28,5665.45,0,3,18,0
82288.68,13392.02,0,4,21,0
32917.25,6733.3,0,1,11,1
8739.07,10164.04,0,4,20,0
7420.72,16385.11,1,7,13,0
13242.4,7435.26,1,3,12,0
3405.73,9929.47,0,2,12,0
3835.76,2138.92,1,10,15,1
31077.23,10009.97,0,1,9,0
13994.91,12712.2,1,2,23,0
13058.76,16063.6,1,4,7,1
9144.87,7363.51,0,2,5,0
19902.74,11788.99,0,2,8,0
2451.8,13906.47,0,3,13,0
12018.34,17329.76,1,4,16,0
9947.3,13611.27,0,2,9,0
6989.07,17632.84,0,2,21,0
6485.92,17583.53,0,2,9,0
5645.55,11669.1,0,4,21,0
9148.06,10819.67,0,4,19,0
21327.23,14093.94,0,6,17,0
26401.15,6078.93,0,2,2,1
13335.6,14107.25,0,1,7,0
1786.22,2330.71,1,4,21,1
5881.6,4304.65,1,2,8,0
3683.42,5424.28,0,3,19,0
8127.99,5259.82,1,11,12,0
8159.94,2614.05,0,2,5,0
11939.62,8151.86,0,12,15,0
9176.79,2465.91,1,4,16,1
13120.24,11349.63,0,3,8,0
5574.88,2009.73,0,4,4,0
2111.32,2951.4,0,3,16,0
31833.91,17864.49,0,3,15,0
32402.55,15267.67,0,1,18,0
11133.49,12824.65,1,2,12,0
4898.16,3763.44,0,6,12,0
2475.18,2353.83,0,1,8,0
11503.61,10062.35,1,11,8,0
11052.14,10191.34,0,2,17,0
9885.62,15180.98,1,2,7,0
8681.43,17619.71,0,1,17,0
15204.32,11272.54,0,2,11,0
6367.75,4771.92,0,8,12,0
48609.11,5337.12,1,4,17,1
7989.51,7355.15,0,5,21,0
21487.79,13595.42,0,2,1,0
12588.93,14235.51,1,6,14,0
7635.25,7309.37,0,4,15,0
7043.63,10803.73,0,2,0,0
25952.93,8041.2,0,2,6,0
35538.08,3367.94,1,2,10,0
124185.34,11011.32,1,3,13,1
16740.97,14448.22,1,13,3,1
12978.37,11820.84,0,5,13,0
10561.52,13762.41,1,5,23,0
4044.72,4091.94,0,8,6,0
1348.07,3605.85,0,3,20,0
442.01,5154.99,0,8,15,0
12073.19,8066.08,1,7,0,1
8487.04,5873.78,0,4,16,0
2738.62,4722.07,0,3,14,0
9248.48,12615.15,1,2,12,0
5667.33,5878.55,0,8,10,0
25434.5,17796.07,1,4,17,1
4419.85,14419.71,0,7,20,0
4612.82,7563.89,1,2,18,0
539.55,2697.76,0,6,17,0
2314.62,14659.03,0,4,12,0
595.84,2340.58,0,14,18,0
9441.9,7712.89,0,3,15,0
25021.35,7141.4,1,2,16,0
61243.08,12272.38,0,5,21,1
22574.77,7685.99,0,2,3,0
16977.79,12087.4,0,2,1,0
2285.65,3724.88,0,6,15,0
29352.52,16022.56,0,1,8,0
3630.77,3593.17,0,15,18,0
1497.89,2685.12,0,4,17,0
10124.11,14687.02,0,1,19,0
3212.03,3969.52,1,11,8,0
10054.73,8092.65,0,4,22,0
11193.05,5935.65,1,4,20,0
14516.64,12384.93,1,5,16,0
17383.77,5011.06,1,3,13,0
16730.42,13948.11,0,4,23,0
427.1,7449.69,0,2,16,0
21686.0,16604.05,1,4,11,0
1783.9,12742.93,0,5,10,0
12675.16,11526.94,1,2,11,0
3037.89,4300.28,0,1,22,0
52193.64,14679.02,0,10,12,0
10170.77,16581.33,0,2,21,0
8932.99,9039.05,0,4,19,0
16549.29,17352.66,0,4,21,0
613.66,3068.31,0,1,10,0
28302.0,15721.03,1,9,13,1
971.7,10862.21,0,7,12,0
7257.44,7979.72,0,1,20,0
13481.88,13054.37,0,13,9,0
1346.61,6733.03,1,2,17,0
6395.79,9492.34,0,5,14,0
2353.8,7723.18,1,2,8,0
18017.87,15002.08,0,7,14,0
6270.99,1837.31,0,8,21,0
6510.24,6196.73,0,12,9,0
4790.35,5219.17,0,4,21,0
11137.42,7623.6,0,4,9,0
22338.33,11200.4,0,1,2,0
3628.81,11841.76,0,3,3,0
5576.06,5464.27,0,2,16,0
1699.02,1517.13,1,2,9,0
20052.8,3473.9,0,3,12,0
15330.45,15387.34,1,6,17,0
15620.8,15849.79,0,1,17,0
6263.73,4188.79,0,6,16,0
11407.64,2685.07,1,5,21,0
2622.55,10563.75,0,5,1,0
3218.17,1571.05,0,2,10,0
5798.84,15929.14,0,3,20,0
4773.35,9914.5,0,7,21,0
15074.01,3056.63,0,6,10,0
3219.33,5969.24,0,2,18,0
16190.32,4484.59,1,1,17,1
1861.75,12957.32,1,3,2,0
5754.33,2301.73,0,13,21,0
53088.27,14468.45,1,4,10,0
575.66,1725.7,1,2,21,0
9993.66,10854.33,0,3,23,0
827.58,3218.36,0,3,21,0
762.04,5134.64,0,2,12,0
6782.84,3967.2,0,4,13,0
11305.47,8998.55,0,3,8,0
32545.29,8563.87,0,1,12,0
3987.39,4253.37,0,2,10,0
13269.66,6650.97,1,6,16,0
11883.83,14413.9,0,2,20,0
13765.14,4843.26,0,2,20,0
6849.63,6266.07,0,13,11,0
1779.49,3529.02,0,2,1,0
2271.88,14572.47,1,2,20,1
9128.02,16930.83,0,2,12,0
2093.75,13892.84,0,4,18,0
1082.77,1515.28,0,2,11,0
11272.74,14208.08,0,2,4,0
5683.64,6249.71,1,5,11,0
16384.33,14672.79,0,2,15,0
953.77,12278.2,0,2,11,0
17266.51,17374.92,0,6,19,0
1672.75,1829.67,0,13,20,0
6064.01,5456.87,0,3,20,0
527.93,2168.7,0,7,21,0
25423.32,16094.22,1,13,14,0
2251.52,2048.35,0,4,5,0
4850.94,2306.19,1,2,19,0
13471.58,15846.08,0,2,9,0
1973.01,13972.97,0,1,11,0
940.95,10917.06,1,6,6,0
214260.19,14688.24,0,4,10,1
2696.53,10477.62,1,4,22,0
3991.65,3236.75,0,1,12,0
14664.48,17450.46,0,4,22,0
9318.41,11376.4,0,13,18,0
11982.52,13788.2,0,10,16,0
18452.8,15179.36,0,11,22,0
13145.7,11156.94,0,2,9,0
3540.39,3463.9,1,5,15,0
879.98,9013.31,0,3,3,0
3388.39,2869.35,1,1,10,0
2613.39,10080.81,0,3,14,0
2484.14,5989.95,0,3,8,0
1670.6,2208.8,1,3,12,0
4074.2,3652.71,1,2,21,0
3863.16,3931.49,0,4,18,0
9609.81,6361.83,0,4,15,0
4984.3,15099.94,0,7,7,0
9770.75,8228.22,0,4,10,0
16790.99,17881.33,0,5,20,1
26414.84,16625.47,0,11,19,0
4711.37,4803.4,0,8,19,0
67820.51,7298.17,1,3,1,1
3443.99,4750.17,1,8,8,1
5957.22,4932.88,0,4,17,0
24487.98,17758.52,1,3,22,0
3009.46,3173.78,0,2,0,0
2763.66,2769.97,0,4,10,0
2667.3,2870.87,0,6,15,0
2910.33,2504.23,1,8,14,0
11878.88,11869.86,0,2,15,0
9329.58,8406.48,1,8,11,0
805.43,4027.13,0,4,19,0
603.34,1758.84,0,4,7,0
13136.51,15543.66,0,6,16,0
3073.49,3105.87,1,1,17,0
9034.57,16727.6,0,5,19,0
4768.99,5119.2,0,2,15,0
2530.42,13495.76,1,2,1,0
8700.36,10188.48,1,1,11,0
223588.92,17030.34,0,1,3,0
9392.39,10625.94,1,6,10,0
5828.27,4337.35,0,3,23,0
1143.1,1623.15,0,2,8,0
18313.64,12267.36,1,4,19,1
14655.08,14731.46,0,2,19,0
19594.63,12942.84,0,3,21,0
17273.23,16622.95,0,4,14,0
6196.56,6913.29,0,3,8,0
16534.28,11529.66,0,2,18,0
5750.14,7791.57,0,3,17,0
1219.55,8552.58,1,10,20,0
26392.94,3123.76,0,1,2,1
10198.06,13427.96,0,5,19,0
25936.54,7198.83,0,2,9,0
11668.91,12121.72,0,11,19,0
4714.83,3601.0,0,3,13,0
15239.16,10680.33,0,14,20,0
16415.04,17341.66,0,3,3,0
16736.79,15985.79,0,3,22,0
21745.62,15676.44,1,3,13,0
10281.86,10624.39,0,1,19,0
13615.5,11854.28,1,2,7,0
2153.04,17462.32,1,2,19,0
4735.41,9985.32,1,6,8,1
4070.19,11390.47,1,2,20,0
2769.9,5475.55,0,1,9,0
9234.12,12527.46,1,2,17,0
9553.29,10657.67,0,3,5,0
3729.99,1867.44,0,6,4,1
15239.86,9323.19,0,3,18,0
3715.08,6307.77,0,2,13,0
213497.76,17982.99,0,4,7,0
14343.82,11456.5,1,4,21,1
9860.14,8419.68,1,1,10,0
6453.53,4240.67,1,1,6,0
10827.28,17586.96,1,3,12,0
3162.16,3446.36,0,4,19,0
7682.64,7360.87,1,3,2,0
184371.89,13083.91,0,1,4,0
7522.22,8733.89,1,4,19,1
16264.84,3919.78,1,2,10,1
66229.83,16517.65,1,8,9,1
2804.94,3701.43,0,3,16,0
23620.87,14635.93,0,1,21,0
7455.45,5693.51,0,4,12,0
30695.93,8891.13,0,3,11,0
8333.43,10964.49,1,5,5,0
9002.34,4846.04,0,3,12,0
33997.37,17573.95,0,3,13,0
6192.17,15462.23,0,5,17,0
33593.71,4147.99,1,13,16,0
4099.29,4220.47,0,8,11,0
2600.28,5712.59,1,4,4,0
1489.55,13896.84,0,2,17,0
13040.21,14118.49,0,5,7,0
3173.7,3248.04,0,10,15,0
10665.82,4449.03,0,6,4,0
4853.35,15735.62,0,4,19,0
12294.36,12956.1,1,4,20,0
15473.66,11438.07,0,1,0,0
51509.65,14331.63,1,15,12,1
13949.72,5515.36,0,3,23,1
78180.04,12154.26,0,5,8,0
3043.16,15215.8,1,1,16,0
1979.84,9076.74,1,3,12,0
3068.2,2167.13,1,7,8,0
48308.76,17205.63,0,1,16,0
55419.25,8327.7,0,9,15,0
2866.56,2559.45,0,2,14,0
2274.66,11373.29,1,4,16,0
11899.77,6665.38,0,3,2,0
117.25,1944.44,0,2,13,0
109124.51,14261.08,0,9,7,0
16970.61,16784.65,0,5,4,0
8551.27,7349.46,0,3,15,0
15200.98,13409.53,1,3,2,0
44499.04,6744.04,1,2,8,1
2741.22,3944.71,0,3,20,0
17661.58,9748.05,1,5,10,1
19196.16,5079.12,0,3,22,0
2222.61,3824.7,1,3,16,0
28774.71,6496.03,1,6,11,0
12411.03,13891.76,0,3,4,0
4993.18,4006.62,0,3,11,0
10743.71,14016.91,1,2,9,0
4880.07,4943.99,1,2,11,0
12434.81,10904.75,0,1,3,0
11527.13,9363.03,0,3,17,0
19412.89,14538.26,0,2,5,0
8873.34,6110.48,0,2,15,0
16076.7,13803.64,0,2,13,0
2748.82,16236.5,0,3,17,0
2668.83,4383.77,0,4,20,0
11254.14,9848.41,0,5,13,0
6686.37,17136.62,0,3,19,0
2208.7,1871.75,0,3,23,0
13600.57,12409.97,0,4,19,0
212068.35,17101.08,0,3,9,1
47194.57,13728.17,0,4,7,0
10009.06,10411.33,1,2,10,0
11268.23,8633.53,0,3,18,0
2218.18,11412.11,0,2,21,0
5422.29,6687.35,0,4,15,0
3490.67,11694.42,0,3,15,0
26846.81,17464.61,0,3,19,0
347.51,4647.0,0,5,8,0
86445.23,5898.99,0,2,20,0
1552.07,5340.08,1,1,21,0
5318.77,12227.69,1,3,17,0
71542.86,16602.07,0,8,5,1
2357.94,10658.45,0,6,11,0
64880.49,10940.69,0,1,14,0
477.0,7743.4,0,3,9,0
4688.8,5535.54,1,4,10,0
12144.09,11992.51,1,3,14,0
20035.15,15139.7,0,8,13,0
74754.01,17601.54,1,2,16,1
11416.06,11649.74,0,1,22,0
3186.67,4070.0,0,13,8,0
14901.51,14483.71,0,3,16,0
3598.3,3926.51,0,3,21,0
17860.83,14271.4,0,3,20,0
88134.91,8375.05,0,3,12,0
10413.08,9203.98,0,5,10,0
13738.79,13814.59,0,5,9,0
11734.07,8477.95,0,1,15,0
6648.36,8442.11,0,4,15,0
775.33,14251.62,0,4,13,0
1588.94,2548.28,0,3,11,0
13194.91,8549.95,1,4,18,0
3331.58,13572.6,0,7,19,0
11405.78,4900.5,0,3,4,0
1758.67,1625.64,0,6,6,0
16880.33,11544.95,1,5,21,0
85253.87,10598.79,0,6,6,0
19847.82,17336.93,0,3,18,0
10221.48,9931.6,0,2,18,0
9177.71,6766.37,1,3,7,1
5191.58,13329.67,1,2,16,0
4010.43,4792.16,1,5,20,0
3425.33,10725.98,0,2,3,0
10015.88,6829.04,0,3,6,0
15674.15,14941.53,0,2,7,0
2610.03,13050.17,0,7,4,0
1248.19,3927.85,0,3,21,0
11207.86,12481.09,1,11,11,0
1156.26,7253.7,0,1,8,0
7280.26,11673.52,0,15,22,0
2048.67,10222.85,1,2,0,1
12758.14,7379.33,0,8,9,0
593.29,3004.3,1,3,0,0
5521.77,5298.49,0,2,17,0
16993.91,17883.46,1,7,9,0
123857.66,9587.51,0,4,14,0
11999.93,6122.28,0,6,11,0
5179.11,17052.38,0,4,13,0
11914.47,9042.01,1,12,13,0
7577.59,7088.48,0,1,21,0
4584.03,2588.59,1,4,19,0
25027.39,6981.51,0,4,19,0
1428.7,4159.67,0,3,9,0
38038.17,8989.3,1,4,21,0
25655.1,17626.22,1,6,0,1
14981.83,3544.98,0,3,9,0
4862.08,4256.13,0,3,9,0
3179.47,15897.36,0,3,19,0
666.42,11578.61,0,3,14,0
27097.34,17012.23,0,9,18,0
19331.01,17833.9,0,14,5,1
18593.57,8351.85,1,3,19,0
57994.04,11497.91,0,10,3,0
11397.55,10322.83,0,7,23,0
9532.02,14577.03,0,2,6,0
2762.31,15701.01,0,5,14,0
9556.34,9976.36,0,6,23,0
9255.69,7759.87,0,4,7,0
4432.37,4098.47,0,6,19,0
9121.81,13870.57,0,3,21,0
5754.94,12860.88,1,2,20,0
22306.39,12502.75,0,6,19,0
71579.12,15084.32,0,2,16,0
9771.88,12316.66,0,7,2,0
4122.14,4138.47,0,9,19,0
2176.28,4334.63,0,5,6,0
2609.01,3449.08,0,8,11,0
7409.28,7662.24,1,10,15,0
3468.4,15858.74,0,2,23,0
5251.01,15227.71,1,2,19,1
73012.19,17618.81,0,8,22,0
22260.9,15178.75,1,15,3,1
2272.84,10242.19,0,8,8,0
31619.81,9072.11,0,2,1,0
107461.89,9934.35,0,2,13,0
2597.18,13325.76,0,6,20,0
22347.11,17002.49,0,2,1,0
22863.59,15459.83,0,3,8,0
1285.1,2501.67,0,2,11,0
4727.92,3200.96,0,1,11,0
16792.31,15010.92,1,4,9,0
10955.41,10484.78,0,9,11,0
5048.17,3921.28,0,6,23,0
3240.77,11580.66,0,2,20,0
7416.2,10955.25,0,3,16,0
1974.39,1882.14,0,3,7,0
10287.04,11925.65,0,1,20,0
4204.0,5910.99,1,11,12,0
1949.47,9075.54,0,9,7,0
12307.86,4580.98,1,10,9,0
11466.33,12190.35,0,5,0,0
2992.86,4092.18,0,2,9,0
6718.74,5681.95,0,2,7,0
5115.4,5846.91,0,3,19,0
67579.64,13690.91,1,3,18,0
22088.04,13339.07,0,3,9,0
18449.21,10424.14,0,1,13,0
4597.33,5220.16,1,4,11,1
4609.59,4816.13,0,2,5,0
3238.98,1734.51,0,4,6,0
21225.01,6945.4,0,4,10,0
5656.78,15148.36,0,2,15,0
1072.69,7582.28,0,1,9,0
14422.51,13979.07,0,2,20,0
114379.91,15250.54,0,10,6,1
18469.18,15001.19,0,6,6,1
41495.13,16113.44,0,4,21,0
4966.74,6837.15,0,2,12,0
8256.65,7263.81,1,6,16,0
3434.81,10660.77,0,7,7,0
28319.5,12390.85,0,13,22,0
6344.97,6576.53,0,3,4,0
1268.72,4906.0,1,3,21,0
16908.82,13741.17,0,2,11,0
3425.42,13025.49,0,4,9,0
23323.12,11957.93,0,5,17,0
4202.75,5534.58,1,2,1,0
8040.21,6483.49,0,3,15,0
93004.17,13410.3,0,2,17,0
11476.83,8216.82,1,13,16,0
5481.28,17783.01,0,13,14,0
6769.56,6794.03,1,3,13,0
7528.32,6130.09,0,15,20,0
12014.58,13301.34,1,2,17,0
7568.24,9268.95,1,11,16,0
14303.35,11223.64,0,3,17,0
11869.33,11946.08,0,2,21,0
35442.53,8522.28,1,3,17,0
296.93,1506.88,0,2,8,0
5188.66,8222.48,0,1,17,0
10035.45,8284.15,0,1,7,0
7053.77,6533.57,0,3,13,0
23901.82,1938.4,0,8,10,0
24969.36,5154.58,0,9,11,0
5897.06,5527.96,1,4,18,0
11401.55,15296.52,0,4,13,0
6928.92,8244.92,0,5,23,0
4352.33,13221.09,0,7,19,0
9554.65,7968.56,0,3,0,0
19078.03,15672.94,1,5,19,0
10244.83,9894.55,1,4,9,0
219.39,3560.42,0,3,0,0
854.19,10635.34,1,3,15,0
13652.39,10648.42,1,3,22,0
19586.76,17014.72,0,5,21,0
17196.28,15116.31,0,2,14,0
12109.68,9739.3,0,9,23,0
15114.43,17154.75,0,13,21,0
5301.72,4666.7,0,3,11,0
11344.98,11732.89,0,15,22,0
1744.34,6632.55,0,2,16,0
16000.15,14777.01,0,7,22,0
1585.02,3453.58,0,3,13,0
9504.04,12455.29,0,3,13,0
4547.76,3974.29,0,11,2,1
3847.31,2791.27,0,1,21,0
2107.78,2867.43,0,3,22,0
129991.61,11526.01,0,7,22,0
14462.85,14327.81,0,10,13,0
19316.73,17168.45,1,1,17,0
18257.28,16666.29,0,1,10,0
21154.2,17644.48,0,2,8,0
15906.39,13160.7,0,6,12,0
8038.59,9024.34,0,2,16,0
34180.07,3158.61,1,4,7,1
16169.5,14256.27,1,8,3,0
818.23,3618.24,0,1,22,0
3098.84,3060.16,1,5,19,0
3408.07,6483.85,0,5,6,0
10835.46,9769.95,0,7,2,0
210.71,2626.81,0,1,17,0
1571.32,5597.16,0,2,16,0
25898.98,16555.41,1,4,0,0
13415.37,17483.19,0,3,7,0
23732.25,16226.05,1,5,21,0
14709.33,10764.58,0,3,4,0
17111.71,8017.44,0,2,20,0
16307.64,16893.4,1,3,12,0
20484.95,7666.3,1,2,8,0
2058.91,1822.57,1,3,2,0
4732.55,5968.62,1,3,11,0
61653.1,17726.47,0,9,5,0
4396.93,10495.88,0,6,16,0
6049.22,3910.69,1,1,23,0
296.99,4090.92,0,6,1,0
18880.12,16942.82,0,7,22,1
20778.79,15632.18,0,3,9,0
595.53,8032.56,0,2,20,0
13567.27,13715.95,0,4,6,0
15863.13,11333.35,0,4,10,0
21318.84,17534.76,1,4,22,0
22609.89,15346.37,0,3,23,0
13997.27,10685.05,0,3,22,0
3989.61,4654.04,1,7,16,0
10453.98,6898.9,0,4,7,0
11355.44,12623.37,0,5,3,0
6629.11,12109.47,1,6,21,0
17162.48,15591.92,1,1,20,0
93556.08,10967.38,0,4,13,0
5898.55,6578.57,1,3,5,0
5138.29,6341.51,0,5,1,0
10989.61,7785.52,1,3,7,1
4849.77,17829.37,0,3,8,0
20461.68,9247.67,0,4,22,0
296.78,2635.65,1,7,15,0
1389.69,6473.52,0,7,12,0
16372.72,10683.17,0,2,5,0
6302.82,8100.91,0,4,12,0
28577.25,9048.95,0,3,13,0
9778.01,7668.57,0,3,22,0
16054.33,14929.61,0,7,20,0
3125.82,8723.18,0,2,3,0
13573.84,16042.91,0,3,9,0
8991.84,5859.16,1,3,21,0
17046.5,13583.66,0,2,17,0
3978.89,5608.87,0,2,7,0
9957.1,9965.97,0,1,16,0
2865.18,8180.07,1,2,7,0
6103.61,16759.89,1,3,20,0
10860.15,12222.15,0,15,9,0
1446.16,16964.45,0,3,8,0
10820.41,8546.03,0,4,10,0
4414.33,3704.8,0,6,10,0
22575.56,11754.06,0,2,19,0
8653.14,17400.35,0,3,2,0
4549.95,2362.99,1,3,22,0
8318.67,9897.09,0,3,16,0
14552.8,14296.42,0,10,10,0
63506.92,15545.15,0,9,14,0
9737.71,11959.03,1,1,6,0
8745.51,8746.77,0,3,3,0
16272.38,13767.09,1,14,21,0
991.16,1544.67,0,6,2,0
20695.31,13342.08,0,2,5,0
33699.87,13374.85,1,3,12,0
10946.89,6331.73,0,1,20,0
113783.36,16217.18,0,3,19,0
10995.62,7497.22,0,2,11,0
3990.13,5857.0,0,3,22,0
8267.28,10189.52,0,4,11,0
12892.68,12651.68,0,2,12,0
19375.99,6836.83,0,1,19,0
16560.96,2139.4,0,5,22,0
107350.73,14039.75,1,7,8,0
1240.47,1536.88,1,2,23,1
1032.85,15974.45,0,5,9,0
1988.85,2172.1,0,1,21,0
2339.71,2228.39,0,4,8,0
2542.5,1654.02,1,4,7,0
5395.73,8725.41,0,3,21,0
13104.08,14104.74,0,3,9,0
6541.28,1645.59,0,2,20,0
18699.61,13372.32,0,4,16,0
6404.16,1864.72,0,9,8,0
15935.84,15751.37,0,1,12,0
6979.99,12588.26,1,2,0,0
67468.14,17726.38,0,6,14,0
6389.92,6197.88,0,6,17,0
1701.72,9572.88,0,1,17,0
2923.9,5006.18,0,3,14,0
666.95,2795.83,0,13,3,0
16860.35,9381.2,0,1,12,0
9736.6,8730.87,0,3,21,0
2835.6,4336.49,0,5,20,0
46071.97,13952.84,1,4,16,1
37955.15,16789.36,0,2,15,0
11626.78,17264.74,1,3,13,0
687.3,1900.41,0,3,14,0
13784.36,11329.28,0,4,20,0
15826.52,11465.6,0,2,18,0
10153.69,10257.48,0,7,5,0
6581.83,5216.5,1,5,18,0
11800.9,10679.86,0,4,22,0
1010.43,9818.99,0,6,20,0
5959.35,2310.44,0,3,7,0
9423.25,8260.07,0,2,3,0
3462.44,4349.23,1,1,19,0
9220.03,9700.93,0,4,21,0
2237.55,2068.59,0,4,22,0
8052.0,9130.16,0,1,5,0
9890.55,8791.37,1,8,23,0
11760.93,12795.27,0,14,10,0
8396.32,8005.05,0,6,23,0
10836.99,11871.26,0,4,8,0
821.94,15326.19,1,2,8,0
12018.64,4034.07,0,3,14,0
